200-augustus_masked-2861-CPI_4	2372
201-augustus_masked-2861-CPI_4	3389
202-augustus_masked-2866-CPI_4	1202
203-augustus_masked-2870-CLM_4	890
204-augustus_masked-2970-AEE_3	509
205-augustus_masked-3001-BGP_1	2441
206-augustus_masked-3085-AHL_3	1184
207-augustus_masked-3085-AHL_3	614
208-augustus_masked-3088-AHL_3	1004
209-augustus_masked-310-ALB_3	380
210-augustus_masked-3103-AHL_3	815
211-augustus_masked-3105-AHL_3	2114
212-augustus_masked-3105-AHL_3	2135
213-augustus_masked-314-ALB_3	1115
214-augustus_masked-3210-CEH_4	242
215-augustus_masked-3286-BHG_2	1367
216-augustus_masked-3344-CLG_4	272
217-augustus_masked-339-ALB_3	2447
218-augustus_masked-339-ALB_3	1775
219-augustus_masked-340-ALB_3	317
220-augustus_masked-345-ALB_3	299
221-augustus_masked-3523-CFG_4	659
222-augustus_masked-36-ARV_6	503
223-augustus_masked-3612-CNG_4	629
224-augustus_masked-365-YDJ	929
225-augustus_masked-3859-CMG_6	590
226-augustus_masked-3859-CMG_6	866
227-augustus_masked-3919-CCQ_1	881
228-augustus_masked-4176-BEK_7	782
229-augustus_masked-4305-BND_3	197
230-augustus_masked-4431-BFP_3	596
231-augustus_masked-4576-BGM_1	1757
232-augustus_masked-4658-BEB_6_C37T3ACXX.IND41b	461
233-augustus_masked-4747-CNV_4	1640
234-augustus_masked-4747-CNV_4	1934
235-augustus_masked-4747-CNV_4	866
236-augustus_masked-4748-CNV_4	1091
237-augustus_masked-4776-BCQ_8	593
238-augustus_masked-4776-BCQ_8	305
239-augustus_masked-479-AFG_4	626
240-augustus_masked-4803-CPS_4	458
241-augustus_masked-4866-BCP_8	1835
242-augustus_masked-4866-BCP_8	872
243-augustus_masked-4867-BCP_8	383
244-augustus_masked-4896-BLT_2	1985
245-augustus_masked-4896-BLT_2	1922
246-augustus_masked-4896-BLT_2	3866
247-augustus_masked-4896-BLT_2	1031
248-augustus_masked-4896-BLT_2	503
249-augustus_masked-4896-BLT_2	695
250-augustus_masked-4896-BLT_2	1232
251-augustus_masked-515-ADN_4	1169
252-augustus_masked-516-ADN_4	317
253-augustus_masked-5248-CIL_2	4109
254-augustus_masked-5425-CDT_2	1772
255-augustus_masked-5427-CDT_2	4406
256-augustus_masked-5427-CDT_2	1001
257-augustus_masked-5427-CDT_2	698
258-augustus_masked-5430-CDT_2	2318
259-augustus_masked-5430-CDT_2	1448
260-augustus_masked-5430-CDT_2	1112
261-augustus_masked-5430-CDT_2	1553
262-augustus_masked-5430-CDT_2	407
263-augustus_masked-5432-CDT_2	1211
264-augustus_masked-5482-AQA_4	674
265-augustus_masked-5486-AQA_4	1034
266-augustus_masked-5486-AQA_4	2009
267-augustus_masked-5487-AQA_4	1502
268-augustus_masked-5488-AQA_4	1346
269-augustus_masked-5488-AQA_4	605
270-augustus_masked-5489-AQA_4	1292
271-augustus_masked-5495-AQA_4	1076
272-augustus_masked-5495-AQA_4	749
273-augustus_masked-5495-AQA_4	1658
274-augustus_masked-5497-AQA_4	1217
275-augustus_masked-55-ARV_6	449
276-augustus_masked-5742-AVQ_5	545
277-augustus_masked-579-ASC_6	434
278-augustus_masked-614-ASC_6	419
279-augustus_masked-6368-YDG	377
280-augustus_masked-6407-CDN_4	560
281-augustus_masked-6423-BAK_7	188
282-augustus_masked-647-BBP_3	305
283-augustus_masked-6503-ADE_2	170
284-augustus_masked-6510-ADE_2	344
285-augustus_masked-6649-CPA_4	2981
286-augustus_masked-6649-CPA_4	1430
287-augustus_masked-6649-CPA_4	968
288-augustus_masked-6650-CPA_4	1946
289-augustus_masked-6667-CPA_4	1898
290-augustus_masked-6668-CPA_4	554
291-augustus_masked-6738-ATQ_7	851
292-augustus_masked-6738-ATQ_7	542
293-augustus_masked-6738-ATQ_7	1082
294-augustus_masked-6739-ATQ_7	7739
295-augustus_masked-68-ARV_6	1898
296-augustus_masked-6810-YDO	248
297-augustus_masked-7012-CFC_2	1247
298-augustus_masked-7012-CFC_2	1349
299-augustus_masked-7012-CFC_2	887
300-augustus_masked-7012-CFC_2	554
301-augustus_masked-7012-CFC_2	2666
302-augustus_masked-7012-CFC_2	1448
303-augustus_masked-7012-CFC_2	2384
304-augustus_masked-7012-CFC_2	746
305-augustus_masked-7012-CFC_2	887
306-augustus_masked-7012-CFC_2	3026
307-augustus_masked-7012-CFC_2	1685
308-augustus_masked-7012-CFC_2	851
309-augustus_masked-7012-CFC_2	548
310-augustus_masked-705-YCN	1670
311-augustus_masked-712-YCN	548
312-augustus_masked-740-YCN	524
313-augustus_masked-752-BKQ_2	515
314-augustus_masked-758-BKQ_2	1667
315-augustus_masked-7597-CPQ_4	962
316-augustus_masked-7604-CPQ_4	2744
317-augustus_masked-7604-CPQ_4	3737
318-augustus_masked-7605-CPQ_4	1835
319-augustus_masked-7606-CPQ_4	2039
320-augustus_masked-7607-CPQ_4	1289
321-augustus_masked-7608-CPQ_4	1202
322-augustus_masked-7610-CPQ_4	2171
323-augustus_masked-7610-CPQ_4	2096
324-augustus_masked-7614-CPQ_4	575
325-augustus_masked-7614-CPQ_4	281
326-augustus_masked-7614-CPQ_4	2780
327-augustus_masked-7614-CPQ_4	674
328-augustus_masked-7614-CPQ_4	1220
329-augustus_masked-7614-CPQ_4	923
330-augustus_masked-7614-CPQ_4	2690
331-augustus_masked-7614-CPQ_4	449
332-augustus_masked-7614-CPQ_4	1619
333-augustus_masked-7614-CPQ_4	3065
334-augustus_masked-7615-CPQ_4	539
335-augustus_masked-7617-CPQ_4	2714
336-augustus_masked-7617-CPQ_4	2837
337-augustus_masked-7617-CPQ_4	599
338-augustus_masked-7617-CPQ_4	1862
339-augustus_masked-7617-CPQ_4	842
340-augustus_masked-7617-CPQ_4	932
341-augustus_masked-7617-CPQ_4	1826
342-augustus_masked-770-BSG_4	1925
343-augustus_masked-772-BSG_4	383
344-augustus_masked-774-BSG_4	2483
345-augustus_masked-774-BSG_4	1079
346-augustus_masked-779-BSG_4	1751
347-augustus_masked-779-BSG_4	362
348-augustus_masked-779-BSG_4	827
349-augustus_masked-779-BSG_4	1127
350-augustus_masked-779-BSG_4	836
351-augustus_masked-7810-APQ_4	413
352-augustus_masked-7951-AMM_4	1034
353-augustus_masked-7951-AMM_4	2468
354-augustus_masked-7951-AMM_4	1019
355-augustus_masked-7976-AMM_4	2354
356-augustus_masked-815-CAS_1_AC1LP.IND6	704
357-augustus_masked-824-YDL	548
358-augustus_masked-8488-AQD_4	1247
359-augustus_masked-8489-AQD_4	1724
360-augustus_masked-858-BGT_2	1331
361-augustus_masked-863-BGT_2	662
362-augustus_masked-868-BGT_2	1178
363-augustus_masked-877-BGT_2	2099
364-augustus_masked-877-BGT_2	1100
365-augustus_masked-8812-CQS_4	827
366-augustus_masked-8812-CQS_4	1448
367-augustus_masked-8846-CQS_4	854
368-augustus_masked-8846-CQS_4	497
369-augustus_masked-8850-CQS_4	881
370-augustus_masked-8850-CQS_4	593
371-augustus_masked-8850-CQS_4	800
372-augustus_masked-8851-CQS_4	2372
373-augustus_masked-893-BGT_2	572
374-augustus_masked-9019-CEI_2	1625
375-augustus_masked-9019-CEI_2	1046
376-augustus_masked-9019-CEI_2	593
377-augustus_masked-9019-CEI_2	1775
378-augustus_masked-9019-CEI_2	2231
379-augustus_masked-905-BDN_5	440
380-augustus_masked-932-BDN_5	911
381-augustus_masked-9671-CGD_5	1310
382-augustus_masked-969-AFD_4	542
383-augustus_masked-969-AFD_4	704
384-augustus_masked-986-AFD_4	1616
385-augustus_masked-9880-CPR_4	1175
386-augustus_masked-9884-CPR_4	2738
387-augustus_masked-9885-CPR_4	1421
388-augustus_masked-9889-CPR_4	1511
389-augustus_masked-9889-CPR_4	710
390-augustus_masked-9892-CPR_4	3524
391-augustus_masked-9892-CPR_4	1427
392-augustus_masked-9892-CPR_4	2234
393-augustus_masked-9892-CPR_4	758
394-augustus_masked-9892-CPR_4	971
395-augustus_masked-9892-CPR_4	1187
396-augustus_masked-9894-CPR_4	1595
397-augustus_masked-9894-CPR_4	869
398-augustus_masked-990-AFD_4	728
399-augustus_masked-990-AFD_4	1511
400-augustus_masked-990-AFD_4	1034
401-augustus_masked-9901-CPR_4	1793
402-augustus_masked-9901-CPR_4	1520
403-augustus_masked-9901-CPR_4	362
404-augustus_masked-9902-CPR_4	599
405-augustus_masked-9902-CPR_4	1463
406-augustus_masked-9902-CPR_4	695
407-augustus_masked-9902-CPR_4	740
408-augustus_masked-9905-CPR_4	1457
409-augustus_masked-9905-CPR_4	2318
410-augustus_masked-9906-CPR_4	356
411-augustus_masked-9907-CPR_4	836
412-augustus_masked-9907-CPR_4	713
413-augustus_masked-9908-CPR_4	905
414-augustus_masked-9908-CPR_4	476
415-augustus_masked-9908-CPR_4	362
416-augustus_masked-9908-CPR_4	719
417-augustus_masked-9909-CPR_4	1085
418-augustus_masked-9909-CPR_4	563
419-augustus_masked-9909-CPR_4	1109
420-augustus_masked-9909-CPR_4	1931
421-augustus_masked-9909-CPR_4	1007
426-maker-115-YCE	359
431-maker-11536-CPG_1	212
432-maker-11651-CDK_4	320
433-maker-1190-YCM	1568
434-maker-11951-BDM_5	182
435-maker-11951-BDM_5	245
436-maker-11951-BDM_5	479
437-maker-11975-ANL_2	182
439-maker-12183-BTG_3	272
440-maker-12217-ALI_5	203
441-maker-12217-ALI_5	206
442-maker-12305-CGP_5	323
443-maker-1251-ANM_2	257
444-maker-1328-AER_4	1109
445-maker-1361-CFF_4	323
446-maker-1364-CFF_4	791
447-maker-137-YCE	647
448-maker-1388-APK_4	332
449-maker-1538-CHI_4	761
450-maker-1646-AQT_4	329
451-maker-1652-AIE_1	812
452-maker-1692-AIE_1	251
453-maker-1698-AIE_1	404
454-maker-1706-AIE_1	1382
455-maker-1744-ATP_4	326
456-maker-1897-CLC_4	761
457-maker-208-BFM_3	254
458-maker-2144-BRV_4	254
459-maker-2148-BRV_4	950
460-maker-2154-BRV_4	782
461-maker-2154-BRV_4	218
462-maker-2208-ABD_5	359
463-maker-2208-ABD_5	506
464-maker-2210-ABD_5	203
465-maker-2357-ARB_2	599
466-maker-2357-ARB_2	1445
467-maker-2381-BTV_5	524
468-maker-2392-BTV_5	218
469-maker-2392-BTV_5	395
470-maker-253-BFM_3	374
471-maker-266-BFM_3	206
472-maker-2796-CPI_4	1694
473-maker-2803-CPI_4	461
474-maker-2815-CPI_4	170
475-maker-2817-CPI_4	2198
476-maker-2831-CPI_4	920
477-maker-2859-CPI_4	689
478-maker-2861-CPI_4	2447
479-maker-2861-CPI_4	347
480-maker-2872-CLM_4	185
481-maker-2926-CDB_2	284
482-maker-2990-BGP_1	392
483-maker-2999-BGP_1	581
484-maker-3105-AHL_3	215
485-maker-3212-CEH_4	428
486-maker-3217-CEH_4	344
487-maker-3418-ADG_4	257
488-maker-3439-YAX	200
489-maker-348-ALB_3	254
490-maker-348-ALB_3	212
491-maker-348-ALB_3	197
492-maker-348-ALB_3	311
493-maker-368-YDJ	443
494-maker-370-YDJ	365
495-maker-3715-BPA_4	215
496-maker-378-YDJ	1370
497-maker-3860-CMG_6	446
498-maker-3872-BTB_3	284
499-maker-3927-CCQ_1	305
500-maker-4265-BCN_8	1712
501-maker-4362-AMP_5	341
502-maker-44-ARV_6	920
503-maker-4866-BCP_8	179
504-maker-4896-BLT_2	272
505-maker-5061-CCS_1	482
506-maker-5092-CGI_4	224
507-maker-520-ADN_4	287
508-maker-5276-BPV_4	371
509-maker-5314-AAQ_3	290
510-maker-5430-CDT_2	2966
511-maker-5486-AQA_4	1403
512-maker-5547-BBE_6	1247
513-maker-5943-ACI_7	449
514-maker-5995-BBR_3	458
515-maker-6239-GAT	194
516-maker-6413-CDN_4	338
517-maker-6533-ADE_2	794
518-maker-6650-CPA_4	212
519-maker-6662-CPA_4	1286
520-maker-6686-CAD_4	449
521-maker-677-YCN	284
522-maker-7605-CPQ_4	893
523-maker-7978-AMM_4	362
524-maker-813-CAS_1_AC1LP.IND6	398
525-maker-8310-CCT_2	296
526-maker-837-YDL	371
527-maker-8487-AQD_4	239
528-maker-861-BGT_2	2051
529-maker-8850-CQS_4	449
530-maker-8850-CQS_4	239
531-maker-904-BDN_5	335
532-maker-934-BDN_5	209
533-maker-947-AFD_4	296
534-maker-963-AFD_4	839
535-maker-969-AFD_4	458
536-maker-970-AFD_4	1409
537-maker-9712-ASM_8	347
538-maker-988-AFD_4	188
539-maker-9892-CPR_4	752
540-maker-9894-CPR_4	350
541-maker-9901-CPR_4	758
542-maker-9908-CPR_4	551
543-maker-9909-CPR_4	269
544-maker-9974-YCF	527
558-snap_masked-10193-AMH_5	1208
559-snap_masked-10743-CDF_1	251
560-snap_masked-10934-AEN_3	1112
561-snap_masked-11086-BAF_6	779
562-snap_masked-1121-BNL_4	308
563-snap_masked-11216-CPN_4	815
564-snap_masked-11538-CPG_1	233
565-snap_masked-11590-BAL_7	785
566-snap_masked-11626-ASB_2	203
567-snap_masked-1163-YCM	224
568-snap_masked-11855-BEF_7	257
569-snap_masked-11951-BDM_5	452
570-snap_masked-1208-YCM	503
571-snap_masked-12121-AFL_5	278
572-snap_masked-12142-CPK_4	953
573-snap_masked-1220-ANM_2	269
574-snap_masked-12218-ALI_5	1274
575-snap_masked-125-YCE	269
576-snap_masked-136-YCE	986
577-snap_masked-1450-AAT_3	581
578-snap_masked-1455-AAT_3	227
579-snap_masked-1627-CLR_4	206
580-snap_masked-1649-AIE_1	761
581-snap_masked-1653-AIE_1	248
582-snap_masked-1665-AIE_1	206
583-snap_masked-1698-AIE_1	329
584-snap_masked-1700-AIE_1	413
585-snap_masked-1700-AIE_1	236
586-snap_masked-1768-ATP_4	422
587-snap_masked-1768-ATP_4	227
588-snap_masked-1963-YCU	260
589-snap_masked-1989-AID_2	221
590-snap_masked-207-BFM_3	239
591-snap_masked-217-BFM_3	722
592-snap_masked-2208-ABD_5	251
593-snap_masked-2218-BDE_8	206
594-snap_masked-2218-BDE_8	488
595-snap_masked-2218-BDE_8	536
596-snap_masked-2357-ARB_2	251
597-snap_masked-2392-BTV_5	230
598-snap_masked-277-BFM_3	437
599-snap_masked-2798-CPI_4	296
600-snap_masked-280-BFM_3	275
601-snap_masked-2806-CPI_4	677
602-snap_masked-2816-CPI_4	326
603-snap_masked-2823-CPI_4	530
604-snap_masked-2838-CPI_4	278
605-snap_masked-2844-CPI_4	371
606-snap_masked-2851-CPI_4	1604
607-snap_masked-2959-AEE_3	335
608-snap_masked-2960-AEE_3	287
609-snap_masked-297-ALB_3	365
610-snap_masked-2999-BGP_1	236
611-snap_masked-3001-BGP_1	239
612-snap_masked-3053-YCS	254
613-snap_masked-3084-AHL_3	257
614-snap_masked-3088-AHL_3	1358
615-snap_masked-3161-AGR_2	344
616-snap_masked-3224-CEH_4	245
617-snap_masked-3299-BHG_2	812
618-snap_masked-3423-YAX	257
619-snap_masked-348-ALB_3	374
620-snap_masked-349-ALB_3	449
621-snap_masked-3624-CNG_4	251
622-snap_masked-3685-BTA_5	317
623-snap_masked-3817-CBB_4	1040
624-snap_masked-3893-ATH_3	293
625-snap_masked-3893-ATH_3	1316
626-snap_masked-3911-CCQ_1	881
627-snap_masked-4168-BEK_7	467
628-snap_masked-4220-BCN_8	368
629-snap_masked-4255-BCN_8	344
630-snap_masked-4255-BCN_8	929
631-snap_masked-4255-BCN_8	602
632-snap_masked-4255-BCN_8	794
633-snap_masked-4265-BCN_8	359
634-snap_masked-429-CHR_4	251
635-snap_masked-4313-BND_3	236
636-snap_masked-4463-APH_4	242
637-snap_masked-4547-CCV_1	218
638-snap_masked-477-AFG_4	710
639-snap_masked-4776-BCQ_8	1796
640-snap_masked-4777-BCQ_8	371
641-snap_masked-4866-BCP_8	1103
642-snap_masked-4866-BCP_8	191
643-snap_masked-4876-BCP_8	482
644-snap_masked-4896-BLT_2	275
645-snap_masked-4896-BLT_2	2105
646-snap_masked-4896-BLT_2	827
647-snap_masked-5060-CCS_1	314
648-snap_masked-5063-CCS_1	683
649-snap_masked-5079-CKG_4	218
650-snap_masked-516-ADN_4	365
651-snap_masked-5418-YCY	368
652-snap_masked-5425-CDT_2	332
653-snap_masked-548-ADN_4	602
654-snap_masked-5487-AQA_4	305
655-snap_masked-5495-AQA_4	533
656-snap_masked-5627-CKN_4	611
657-snap_masked-5766-AVQ_5	542
658-snap_masked-6122-CDL_3	296
659-snap_masked-630-CHM_4	227
660-snap_masked-6350-BAN_7	1049
661-snap_masked-6415-CDN_4	266
662-snap_masked-643-BBP_3	395
663-snap_masked-6649-CPA_4	464
664-snap_masked-6650-CPA_4	380
665-snap_masked-6650-CPA_4	476
666-snap_masked-6650-CPA_4	377
667-snap_masked-6650-CPA_4	1400
668-snap_masked-6875-YCR	449
669-snap_masked-6882-YCR	254
670-snap_masked-6915-AFK_5	743
671-snap_masked-7012-CFC_2	605
672-snap_masked-7012-CFC_2	2621
674-snap_masked-7473-CCL_1	257
675-snap_masked-749-BKQ_2	293
676-snap_masked-7558-ACQ_8	449
677-snap_masked-7593-CPQ_4	179
678-snap_masked-7599-CPQ_4	410
679-snap_masked-7614-CPQ_4	461
680-snap_masked-7627-AVS_5	206
681-snap_masked-779-BSG_4	593
682-snap_masked-779-BSG_4	914
683-snap_masked-829-YDL	893
684-snap_masked-859-BGT_2	395
685-snap_masked-8851-CQS_4	911
686-snap_masked-8883-BQB_4	209
687-snap_masked-9062-CEI_2	449
688-snap_masked-9264-AVR_6	497
689-snap_masked-9462-CCR_1	209
690-snap_masked-963-AFD_4	209
691-snap_masked-9702-ASM_8	239
692-snap_masked-971-AFD_4	482
693-snap_masked-9884-CPR_4	497
694-snap_masked-9885-CPR_4	524
695-snap_masked-9891-CPR_4	392
696-snap_masked-9892-CPR_4	1700
697-snap_masked-9894-CPR_4	539
698-snap_masked-9901-CPR_4	200
699-snap_masked-9902-CPR_4	995
700-snap_masked-9906-CPR_4	1673
701-snap_masked-9909-CPR_4	983
702-snap_masked-991-AFD_4	206
703-augustus_masked-CFC_2-43056	833
704-augustus_masked-CFC_2-43056	1772
705-augustus_masked-CFC_2-43056	1772
706-augustus_masked-CFC_2-43056	794
707-augustus_masked-CFC_2-43056	2537
708-augustus_masked-CFC_2-43056	1004
709-augustus_masked-CFC_2-43056	2642
710-augustus_masked-CFC_2-43056	881
711-augustus_masked-CFC_2-43056	1940
712-augustus_masked-CFC_2-43056	2879
713-augustus_masked-CFC_2-43056	1187
714-augustus_masked-CFC_2-43056	2123
715-augustus_masked-CFC_2-43056	590
716-augustus_masked-CFC_2-43056	1109
717-augustus_masked-CFC_2-43056	797
718-augustus_masked-CFC_2-43056	1616
719-augustus_masked-CFC_2-43056	1460
720-augustus_masked-CFC_2-43056	1580
721-augustus_masked-CFC_2-43056	2936
722-augustus_masked-CFC_2-43056	563
723-augustus_masked-CFC_2-43056	1004
724-augustus_masked-CFC_2-43056	1940
725-augustus_masked-CPQ_4-15294	797
726-augustus_masked-CPQ_4-15294	3731
727-augustus_masked-CPQ_4-15294	752
728-augustus_masked-CPK_4-16846	1472
729-augustus_masked-ACD_7-5647	2855
730-augustus_masked-CPN_4-15569	1373
731-augustus_masked-CPI_4-15898	1514
732-augustus_masked-CPI_4-15898	1118
733-augustus_masked-CPK_4-16846	1679
734-augustus_masked-AIE_1-5050	1004
735-augustus_masked-AIE_1-5050	1823
736-augustus_masked-AIE_1-5050	569
737-augustus_masked-AIE_1-5050	2087
738-augustus_masked-AIE_1-5050	860
739-augustus_masked-AIE_1-5050	953
740-augustus_masked-AIE_1-5050	3674
741-augustus_masked-CCH_4-6757	1571
742-augustus_masked-YBR-7232	1793
743-augustus_masked-AQA_4-7171	1793
744-augustus_masked-CPR_4-17586	1934
745-augustus_masked-YBR-7232	1373
746-augustus_masked-YBR-7232	494
747-augustus_masked-CQS_4-6447	2117
748-augustus_masked-CDN_4-6227	305
749-augustus_masked-YDM-5142	1961
750-augustus_masked-YDM-5142	1016
751-augustus_masked-BMB_1-4633	218
752-augustus_masked-BKC_1-8603	872
753-augustus_masked-ABL_5-4898	278
